title,lon,price,misc,lat,date,details_link,hood
8th Ave Chinatown Vic. 6 family + 5 retail space for sale Nr. N train,40.755417,$0,,-73.969638,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-8th-ave-chinatown-vic-6-family/7167457551.html, (Sunset Park)
Sick of high taxes? Come to South Florida1,40.755417,$320000,,-73.969638,Jul 31,https://newyork.craigslist.org/fct/reb/d/stuart-sick-of-high-taxes-come-to-south/7167956580.html, (Stuart)
31 East 21st Street #4B: 1 Bedroom,40.755417,$2268,,-73.969638,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-31-east-21st-street-4b-1/7156781256.html, (East Village)
Large studio with laundry $1375 only,40.755336,$1375,,-73.969595,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-large-studio-with-laundry-1375/7169133471.html, (Brighton 14th street)
Furnished Studio (By Owner - NO FEE),40.755336,$2000,,-73.969595,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-furnished-studio-by-owner-no/7157084639.html, (Midtown West)
HANDYMAN - CABINET MAKER- PLEXIGLASS WORK - PAINTER,40.755336,$0,,-73.969595,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-handyman-cabinet-maker/7169126224.html, (New York City)
Furnished One Bedroom (By Owner - NO FEE),40.755336,$2400,,-73.969595,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-furnished-one-bedroom-by-owner/7155638188.html, (Midtown West)
***LARGE LAYOUT: SPACIOUS - GYM - DRM - YOGA - LOUNGE - NO FEE***,40.755336,$2321,,-73.969595,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-large-layout-spacious-gym-drm/7169093964.html, (Financial District)
31 East 21st Street #3C: 1 BR with Storage/sleeping Loft,40.755336,$2704,,-73.969595,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-31-east-21st-street-3c-1-br/7156780524.html, (Flatiron)
Excellent 2 BD co-op,40.755336,$265000,,-73.969595,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-excellent-2-bd-co-op/7169133241.html, (Brooklyn)
235 East 50th Street # 47: Renovated 3 Bed,40.755336,$3941,,-73.969595,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-235-east-50th-street-47/7156332835.html, (Midtown East)
235 East 50th Street # 41: 3 Bedroom,40.682951,$4354,,-73.333678,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-235-east-50th-street-bedroom/7156292436.html, (Midtown East)
Open house for Semi-Detached 1 family in Queens!!,40.682951,$579000,,-73.333678,Jul 31,https://newyork.craigslist.org/que/reb/d/saint-albans-open-house-for-semi/7169130847.html, (St. Albans)
Central location - large - h/w floors - Avail:  NOW,40.682951,$2350,,-73.333678,Jul 31,https://newyork.craigslist.org/que/reo/d/astoria-central-location-large-w-floors/7167377087.html," (Astoria, New York)"
235 East 50th Street #24: Renovated 2 Bed:,40.682951,$3020,,-73.333678,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-235-east-50th-street-24/7156283150.html, (Midtown East)
One-of-a-Kind Life on 10 acre Country Estate,40.682951,$599900,,-73.333678,Jul 31,https://newyork.craigslist.org/mnh/reb/d/cogan-station-one-of-kind-life-on-10/7166536850.html, (Financial District)
🏡😍 Renovated & Rented for $1500/mth on 3yr Lease! 😍🏠,40.682951,$134900,,-73.333678,Jul 31,https://newyork.craigslist.org/lgi/reo/d/baltimore-renovated-rented-for-1500-mth/7169130993.html,
Lovely 1 Bedroom Coop,40.682951,$265000,,-73.333678,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-lovely-1-bedroom-coop/7169130989.html, (Brooklyn)
Large - Pet friendly - hardwood floors - Available:  NOW,40.682951,$1850,,-73.333678,Jul 31,https://newyork.craigslist.org/que/reo/d/astoria-large-pet-friendly-hardwood/7165225192.html," (Astoria, New York)"
NYC midtown Manhattan Storage for Rent,40.691286,$1750,,-73.793884,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-nyc-midtown-manhattan-storage/7159993622.html, (Midtown East)
Stunning 3bd/3.5ba Colonial,40.691286,$1175000,,-73.793884,Jul 31,https://newyork.craigslist.org/que/reo/d/floral-park-stunning-3bd-35ba-colonial/7169130150.html, (Little Neck)
Commercial  Midtown  Manhattan Condo for Sale,40.691286,$390000,,-73.793884,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-commercial-midtown-manhattan/7160808382.html, (Midtown East)
Updated 4 bedroom house (VIDEO),40.691286,$449000,,-73.793884,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-updated-4-bedroom-house-video/7165658192.html, (Roosevelt)
Central location - s/s appliances - h/w floors - Avail:  NOW,40.691286,$2350,,-73.793884,Jul 31,https://newyork.craigslist.org/que/reo/d/astoria-central-location-s-appliances-w/7167340294.html," (Astoria, New York)"
NYC Midtown  Manhattan Storage for Rent,40.691286,$1750,,-73.793884,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-nyc-midtown-manhattan-storage/7159992625.html, (Midtown East)
Medium sized creative workspace for lease - call today ,40.691286,$0,,-73.793884,Jul 31,https://newyork.craigslist.org/wch/reo/d/yonkers-medium-sized-creative-workspace/7169129630.html," (Yonkers, NY)"
COMMERCIAL SPACE FOR RENT,40.691286,$5300,,-73.793884,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-commercial-space-for-rent/7169129623.html, (Inwood / Wash Hts)
Open House August 2nd! 69-50 182 Street,40.801547,$899000,,-73.952236,Jul 31,https://newyork.craigslist.org/que/reb/d/fresh-meadows-open-house-august-2nd/7169129558.html, (Fresh Meadows)
Renovated brick home +Parking,40.801547,$549000,,-73.952236,Jul 31,https://newyork.craigslist.org/que/reb/d/south-ozone-park-renovated-brick-home/7153402479.html, (walk to Subway)
Turn-Key Multi-Family Income Property in KERHAMPTON -,40.801547,$470000,,-73.952236,Jul 31,https://newyork.craigslist.org/brk/reo/d/kerhonkson-turn-key-multi-family-income/7169129382.html," (Kerhonkson, NY)"
|| ,40.801547,$795000,,-73.952236,Jul 31,https://newyork.craigslist.org/brx/reb/d/-/7163293367.html,
329 Lexington #5E: 2 Bed w/ private roof deck & sleeping/storage soft,40.801547,$3662,,-73.952236,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-329-lexington-5e-2-bed-private/7158754906.html, (Midtown)
Amazing Multi-Family Income Property in KERHAMPTON -,40.801547,$470000,,-73.952236,Jul 31,https://newyork.craigslist.org/brk/reo/d/kerhonkson-amazing-multi-family-income/7166213587.html," (Kerhonkson, NY)"
31 East 21st Street #5C: 1 BR with Sleeping/Storage Loft,40.801547,$2600,,-73.952236,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-31-east-21st-street-5c-1-br/7156781929.html, (Flatiron)
"Beautiful, Move in Ready, Won;t last",40.822160,$599000,,-73.938695,Jul 31,https://newyork.craigslist.org/que/reb/d/richmond-hill-beautiful-move-in-ready/7169129133.html, (Queens)
331 Lexington Avenue #2W: 3 Bedroom w/ Elevator & Dishwasher,40.822160,$3850,,-73.938695,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-331-lexington-avenue-2w-3/7162834024.html, (Midtown East)
BONITO APARTAMENTO 3 BR EN MASPETH 65 PL.,40.822160,$2550,,-73.938695,Jul 31,https://newyork.craigslist.org/que/reo/d/maspeth-bonito-apartamento-3-br-en/7169128979.html, (MASPETH)
"*HUGE 1 BEDROOM, you NEWLYVAILABL,IMMED.*HOT JAMAICA ESTATE*QUEENS*",40.822160,$1650,,-73.938695,Jul 31,https://newyork.craigslist.org/que/reo/d/huge-1-bedroom-you-newlyvailablimmedhot/7169128896.html, (JAMAICA ESTATE)
Updated 4 bedroom house (VIDEO),40.822160,$449000,,-73.938695,Jul 31,https://newyork.craigslist.org/que/reb/d/cambria-heights-updated-4-bedroom-house/7165658444.html, (Roosevelt)
Queens views - h/w floors - quiet - Available:  NOW,40.822160,$2250,,-73.938695,Jul 31,https://newyork.craigslist.org/que/reo/d/astoria-queens-views-w-floors-quiet/7165224982.html," (Astoria, New York)"
Open House August 2nd! 85-07 67th Drive,40.822160,$1238000,,-73.938695,Jul 31,https://newyork.craigslist.org/que/reb/d/rego-park-open-house-august-2nd-th-drive/7169128382.html, (Rego Park)
Renovated single family home,42.563700,$499000,,-74.329200,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-renovated-single-family-home/7165657654.html, (Saint Albans Queens)
"*HUGE 3, BR,NEWLY RENO,AVAILABLE,IMMED.*HOT BRIARWOOD,LOCATION**",42.563700,$2500,,-74.329200,Jul 31,https://newyork.craigslist.org/que/reo/d/jamaica-huge-3-brnewly/7169127934.html, (Jamaica)
Queens views - h/w floors - s/s appliances- laundry - Available:  NOW,42.563700,$1995,,-74.329200,Jul 31,https://newyork.craigslist.org/que/reo/d/astoria-queens-views-w-floors-s/7165224611.html," (Astoria, New York)"
BEAUTIFUL ONE FAMILY HOUSE FOR SALE IN JAMAICA -FULL RENOVATED,42.563700,$485000,,-74.329200,Jul 31,https://newyork.craigslist.org/que/reo/d/jamaica-beautiful-one-family-house-for/7167155921.html, (JAMAICA)
3 br   2 full bath with balcony  in brooklyn one block from train,42.563700,$2200,,-74.329200,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-3-br-2-full-bath-with-balcony/7169126618.html, (brooklyn)
Open House August 2nd! 75-34 193rd Street,42.563700,$938000,,-74.329200,Jul 31,https://newyork.craigslist.org/que/reb/d/fresh-meadows-open-house-august-2nd-rd/7169126565.html, (Fresh Meadows)
Bridge Loans For Developer / Construction / Business Exp--->$5M-$500M,42.563700,$50000000,,-74.329200,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-bridge-loans-for-developer/7166186908.html, (Financial District)
Bridge Loans For Developer / Construction / Business Exp--->$5M-$500M,42.563700,$500000000,,-74.329200,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-bridge-loans-for-developer/7167859833.html," (Wall Street & Broadway, New York)"
Updated Brick 3 family,40.749483,$1189000,,-73.975383,Jul 31,https://newyork.craigslist.org/brk/reb/d/updated-brick-3-family/7167619008.html," (walk to C, A, L, & J Subway)"
Renovated studio apartment,40.749483,$264000,,-73.975383,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-renovated-studio-apartment/7169125569.html, (Brooklyn)
$1100-$1500 / 1Br - Single Room DEAL OF THE MONTH (Upper West Side),40.749483,$0,,-73.975383,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-br-single-room-deal-of-the/7163210444.html, (Upper West Side)
EN CORONA APARTAMENTO DISPONIBLE,40.749483,$1750,,-73.975383,Jul 31,https://newyork.craigslist.org/que/reo/d/corona-en-corona-apartamento-disponible/7169116350.html, (CORONA)
Alcove Studio Apartment Available For Sale See Pic,40.749483,$375000,,-73.975383,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-alcove-studio-apartment/7158460906.html, (Upper East Side)
Open House August 2nd! 84-70 Main Street,40.749483,$299000,,-73.975383,Jul 31,https://newyork.craigslist.org/que/reb/d/jamaica-open-house-august-2nd-main/7169124634.html, (Jamaica)
REDUCED Large Alcove Studio Apt.  See Pic NO.  FEE,40.749483,$2275,,-73.975383,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-reduced-large-alcove-studio/7154443831.html, (Upper East Side)
Reduce Renovated studio sunny apartment,40.749483,$1775,,-73.975383,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-reduce-renovated-studio-sunny/7152258797.html, (Upper East Side)
Open House August 2nd! 382 I U Willets Road,40.749483,$2498888,,-73.975383,Jul 31,https://newyork.craigslist.org/lgi/reb/d/roslyn-heights-open-house-august-2nd/7169123411.html, (Roslyn Heights)
SEASONAL  REDUCED  GORGEOUS NEWLY RENOVATED  LARGE 2Br/2Bath Apt.,40.749483,$2180,,-73.975383,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-seasonal-reduced-gorgeous/7166716278.html, (Upper East Side)
EN ELMHURST 88 ST. EXCELENTE APARTAMENTO,40.749483,$3000,,-73.975383,Jul 31,https://newyork.craigslist.org/que/reo/d/elmhurst-en-elmhurst-88-st-excelente/7169123103.html, (ELMHURST)
SEASONAL DROP Corner X Large Alcove Studio Apt. Elev. Building See Pic,40.749483,$1750,,-73.975383,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-city-seasonal-drop-corner/7158424451.html, (Upper East Side)
DEAL 2Br Apt. in NEWLY TOWN HOUSE See Pic LOW FEE,40.749483,$2300,,-73.975383,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-deal-2br-apt-in-newly-town/7154442097.html, (Upper East Side)
Fully Renovated 2 Family Home  !!!,40.749483,$795000,,-73.975383,Jul 31,https://newyork.craigslist.org/brx/reb/d/fully-renovated-2-family-home/7163305624.html,
Amazing One Bedroom Apartment for 1 year lease,40.749483,$2650,,-73.975383,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-amazing-one-bedroom-apartment/7169117848.html, (Murray Hill)
Renovated Co-Op apartment by subway,40.741787,$265000,,-73.682384,Jul 31,https://newyork.craigslist.org/que/reb/d/forest-hills-renovated-co-op-apartment/7158519442.html, (Rego Park/Forest Hills)
Renovated 3 bedroom house +Private driveway,40.741787,$429000,,-73.682384,Jul 31,https://newyork.craigslist.org/lgi/reb/d/freeport-renovated-3-bedroom-house/7162039116.html, (Walk to West Hempstead LIRR)
Bright and sunny 3rd floor 1 bedroom,40.741787,$260000,,-73.682384,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-bright-and-sunny-3rd-floor-1/7169122508.html, (Brooklyn)
🏡  You can't believe your EYES 🏡,40.741787,$595000,,-73.682384,Jul 31,https://newyork.craigslist.org/brk/reo/d/nanuet-you-cant-believe-your-eyes/7169122387.html, (New York)
Detach 3 bedroom house +private driveway,40.741787,$429000,,-73.682384,Jul 31,https://newyork.craigslist.org/que/reb/d/cambria-heights-detach-3-bedroom-house/7162038903.html, (Walk to West Hempstead LIRR)
Detach 1 family +private driveway,40.741787,$429000,,-73.682384,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-detach-1-family-private/7162039370.html, (Walk to West Hempstead LIRR)
🌟 Virtual Tour 🌲 10+ Acres 🤩 Hobby Farm 🤩RELOCATE OUT OF THE CITY!,40.741787,$809000,,-73.682384,Jul 31,https://newyork.craigslist.org/wch/reb/d/manhattan-virtual-tour-10-acres-hobby/7158521829.html, (Belgrade)
***SPACIOUS LIVING AREA: DRM - POOL - GYM - ROOFTOP - NO FEE***,30.283499,$2409,,-81.741714,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-spacious-living-area-drm-pool/7169077339.html, (Financial District)
🌟 Virtual Tour 🌲 10+ Acres 🤩 Hobby Farm,30.283499,$809000,,-81.741714,Jul 31,https://newyork.craigslist.org/wch/reb/d/manhattan-virtual-tour-10-acres-hobby/7158509007.html, (Belgrade)
Montana Propery,30.283499,$0,,-81.741714,Jul 31,https://newyork.craigslist.org/jsy/reo/d/emigrant-montana-propery/7160385042.html, (Emigrant)
Updated 4 bedroom house (VIDEO),30.283499,$449000,,-81.741714,Jul 31,https://newyork.craigslist.org/lgi/reb/d/roosevelt-updated-4-bedroom-house-video/7165657924.html, (Roosevelt)
🌟 Virtual Tour 🌲 10+ Acres 🤩 Hobby Farm,30.283499,$809000,,-81.741714,Jul 31,https://newyork.craigslist.org/wch/reb/d/manhattan-virtual-tour-10-acres-hobby/7159126126.html, (Belgrade)
1374 Dean St. Two Gorgeous Fire Places,30.283499,$2300,,-81.741714,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-1374-dean-st-two-gorgeous-fire/7165364616.html, (Crown Heights)
"Spacious Studio, Newly renovated!",40.997800,$1550,,-74.166000,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-spacious-studio-newly-renovated/7167391804.html, (New Lots)
Large Studio in East New York,40.997800,$1599,,-74.166000,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-large-studio-in-east-new-york/7167385380.html, (East New York)
Land For Sale,40.997800,$129500,,-74.166000,Jul 31,https://newyork.craigslist.org/lgi/reo/d/bellport-land-for-sale/7169119839.html, (Brookhaven)
GORGEOUS 2 BEDROOM,40.997800,$259000,,-74.166000,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-gorgeous-2-bedroom/7169119216.html, (Brooklyn)
"Brooklyn Condo OPEN HOUSE Sat, Sun 12-3pm",40.997800,$589000,,-74.166000,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-brooklyn-condo-open-house-sat/7159959192.html, (Homecrest)
23 Property Portfolio (Student Tenants),40.997800,$0,,-74.166000,Jul 31,https://newyork.craigslist.org/lgi/reo/d/gainesville-23-property-portfolio/7169117367.html," (Gainesville, FL)"
Renovated single family home,40.997800,$499000,,-74.166000,Jul 31,https://newyork.craigslist.org/que/reb/d/jamaica-renovated-single-family-home/7165657377.html, (Saint Albans Queens)
Sheepshead Bay Commercial office space for Rent. $2300/mn,40.997800,$2300,,-74.166000,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-sheepshead-bay-commercial/7160390475.html, (Sheepshead Bay)
Brand new 4 bedroom Apartment,40.997800,$3000,,-74.166000,Jul 31,https://newyork.craigslist.org/que/reb/d/jackson-heights-brand-new-4-bedroom/7169118124.html, (East Elmhurst)
BRAND NEW Great Neck Offices!!*(Affordable and Furnished)*,40.997800,$650,,-74.166000,Jul 31,https://newyork.craigslist.org/lgi/reb/d/great-neck-brand-new-great-neck/7169118026.html,
Brighton Beach Community Facility Space For Rent,40.997800,$0,,-74.166000,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-brighton-beach-community/7160387912.html, (Brighton Beach)
Kings Hwy/Ocean Ave. 3bdrm/3bath Penthouse Duplex CONDO For Sale!,40.997800,$1250000,,-74.166000,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-kings-hwy-ocean-ave-3bdrm/7167684273.html, (Brooklyn)
Renovated Brick house +Parking & Subway,40.676512,$549000,,-73.943196,Jul 31,https://newyork.craigslist.org/brk/reb/d/renovated-brick-house-parking-subway/7156863119.html, (Very quiet part of Queens)
***3 beds Condo home stubs docs and verification,40.676512,$500,,-73.943196,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-3-beds-condo-home-stubs-docs/7153416335.html, (new york)
_ :# {#} ;-) {!} Fully Brick 3 Family Home For Sale  +,40.676512,$999000,,-73.943196,Jul 31,https://newyork.craigslist.org/brx/reb/d/fully-brick-3-family-home-for-sale/7163318399.html,
"823 Park Lane North Woodmere, NY 11581",40.676512,$699000,,-73.943196,Jul 31,https://newyork.craigslist.org/lgi/reb/d/valley-stream-823-park-lane-north/7167420021.html," (North Woodmere, NY)"
"52 Marlboro Road Valley Stream, NY 11581",40.676512,$599000,,-73.943196,Jul 31,https://newyork.craigslist.org/lgi/reb/d/valley-stream-52-marlboro-road-valley/7167420372.html," (Valley Stream, NY)"
Move in today!! King size unfurnished room located at Flatbush juction,40.676512,$1000,,-73.943196,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-move-in-today-king-size/7167173141.html, (Flatbush)
"19 Erick Avenue Hewlett, NY 11557",40.676512,$575000,,-73.943196,Jul 31,https://newyork.craigslist.org/lgi/reb/d/hewlett-19-erick-avenue-hewlett-ny-11557/7167420564.html," (Hewlett, NY)"
"2 Thixton Avenue East Rockaway, NY 11518",40.676512,$598876,,-73.943196,Jul 31,https://newyork.craigslist.org/lgi/reb/d/east-rockaway-2-thixton-avenue-east/7167420833.html," (East Rockaway, NY)"
Completely renovated turn key 2 bedroom,40.676512,$259000,,-73.943196,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-completely-renovated-turn-key/7169116007.html, (Brooklyn)
***HIGH CEILINGS: SPACIOUS LIVING AREA - ROOF TOP - GYM - NO FEE***,40.676512,$2996,,-73.943196,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-high-ceilings-spacious-living/7169078770.html, (Financial District)
Updated Brick house +Garage,40.676512,$499000,,-73.943196,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-updated-brick-house-garage/7155003643.html, (off the Belt Pkwy/Laurelton Queens)
Renovated detach 1 family +Garage,40.676512,$675000,,-73.943196,Jul 31,https://newyork.craigslist.org/que/reb/d/queens-village-renovated-detach-1/7165648743.html, (Queens Village North)
Updated Brick house +Garage,40.676512,$499000,,-73.943196,Jul 31,https://newyork.craigslist.org/que/reb/d/springfield-gardens-updated-brick-house/7155001138.html, (Nice block in Laurelton)
Oversized 2 room studio,40.676512,$259000,,-73.943196,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-oversized-2-room-studio/7169114185.html, (Brooklyn)
Renovated BIG 2 family (VIDEO),40.676512,$929000,,-73.943196,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-renovated-big-2-family-video/7163782299.html," (East NY/Cypress, A, C, & J subway)"
**MIXED USE**  8 Apartments + 2 Stores,40.635176,$0,,-73.578658,Jul 31,https://newyork.craigslist.org/brx/reb/d/bronx-mixed-use-8-apartments-2-stores/7163261189.html, (Bronx / Tremont)
EN ELMHURST 79 ST. APARTAMENTO A ESTRENAR,40.635176,$2200,,-73.578658,Jul 31,https://newyork.craigslist.org/que/reo/d/elmhurst-en-elmhurst-79-st-apartamento/7169089664.html, (ELMHURST)
2 Family in Heart Of Astoria,40.635176,$0,,-73.578658,Jul 31,https://newyork.craigslist.org/que/reb/d/forest-hills-2-family-in-heart-of/7163263372.html, (Astoria)
"Stunning, Awesome. Move in ready",40.635176,$799000,,-73.578658,Jul 31,https://newyork.craigslist.org/que/reb/d/south-ozone-park-stunning-awesome-move/7169113483.html, (Queens)
8 Family,40.635176,$0,,-73.578658,Jul 31,https://newyork.craigslist.org/que/reb/d/astoria-8-family/7163268284.html, (Astoria)
Astoria 4 Family By Owner,40.635176,$0,,-73.578658,Jul 31,https://newyork.craigslist.org/que/reo/d/astoria-astoria-4-family-by-owner/7167535698.html, (Astoria)
Your studio is ready West 125th st,40.635176,$1200,,-73.578658,Jul 31,https://newyork.craigslist.org/lgi/reo/d/your-studio-is-ready-west-125th-st/7169109498.html,
Loft for rent 2nd floor,40.735100,$2800,,-73.877600,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-loft-for-rent-2nd-floor/7169112603.html, (Williamsburg)
"Clean, safe, fully private, & CDC Covid-19 Compliant",40.735100,$0,,-73.877600,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-clean-safe-fully-private-cdc/7169112007.html, (Flatiron)
Excellent 1 Bedroom coop,40.735100,$259000,,-73.877600,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-excellent-1-bedroom-coop/7169111446.html, (Brooklyn)
Updated BIG 2 family Brownstone,40.735100,$1249000,,-73.877600,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-updated-big-2-family-brownstone/7167336501.html," (Walk to L, J, A & C Subway)"
Bronx commissary,40.735100,$0,,-73.877600,Jul 31,https://newyork.craigslist.org/brx/reb/d/bronx-bronx-commissary/7156930929.html, (718-WAREHOUSE [927-3468])
Warehouse with 2+ acre lot,40.735100,$0,,-73.877600,Jul 31,https://newyork.craigslist.org/lgi/reb/d/oceanside-warehouse-with-2-acre-lot/7156939328.html, (Oceanside)
High Quality Focusing Materials 24HRS,40.735100,$0,,-73.877600,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-high-quality-focusing/7164126708.html, (NYC)
1BR - GARDEN APT. / PRIME KGH'S LOCATION !!,40.735100,$1750,,-73.877600,Jul 31,https://newyork.craigslist.org/que/reo/d/jamaica-1br-garden-apt-prime-kghs/7169110872.html, (KEW GARDEN HILLS)
Former bakery for lease,40.735100,$0,,-73.877600,Jul 31,https://newyork.craigslist.org/que/reb/d/astoria-former-bakery-for-lease/7156930743.html, (718-WAREHOUSE [927-3468])
Street-to-Street East NY warehouse,40.735100,$0,,-73.877600,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-street-to-street-east-ny/7156930322.html, (718-WAREHOUSE [927-3468])
High end commissary for lease,40.735100,$0,,-73.877600,Jul 31,https://newyork.craigslist.org/que/reb/d/long-island-city-high-end-commissary/7156918366.html, (718-WAREHOUSE [927-3468])
Open House August 1st! 64 Pilling Street,40.735100,$1150000,,-73.877600,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-open-house-august-1st-64/7169110296.html, (Bushwick)
80 acre pasture is ideal for a new farm owner or existing one,40.735100,$450000,,-73.877600,Jul 31,https://newyork.craigslist.org/brk/reb/d/chase-city-80-acre-pasture-is-ideal-for/7154981979.html, (Chase City)
EN CORONA 102 ST. APARTAMENTO EN RENTA,40.791800,$2800,,-73.944700,Jul 31,https://newyork.craigslist.org/que/reo/d/corona-en-corona-102-st-apartamento-en/7169110262.html, (CORONA)
80 acre pasture is ideal for a new farm owner or existing one,40.791800,$450000,,-73.944700,Jul 31,https://newyork.craigslist.org/mnh/reb/d/chase-city-80-acre-pasture-is-ideal-for/7154981001.html, (Chase City)
Renovated 2 bedroom Apartment,40.791800,$2000,,-73.944700,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-renovated-2-bedroom-apartment/7163227425.html, (East Ny)
Detached BIG 2 family selling As-Is,40.791800,$689000,,-73.944700,Jul 31,https://newyork.craigslist.org/que/reb/d/rosedale-detached-big-2-family-selling/7151679030.html, (Rosedale Queens)
"Lovers of historical homes, this is for you!",40.791800,$350000,,-73.944700,Jul 31,https://newyork.craigslist.org/mnh/reb/d/lawrenceville-lovers-of-historical/7154475662.html, (Lawrenceville)
Beautiful EAST Fort Lauderdale Property,40.791800,$759000,,-73.944700,Jul 31,https://newyork.craigslist.org/brk/reb/d/fort-lauderdale-beautiful-east-fort/7169106781.html, (Lauderdale by the Sea)
"Lovers of historical homes, this is for you!",40.791800,$350000,,-73.944700,Jul 31,https://newyork.craigslist.org/brk/reb/d/lawrenceville-lovers-of-historical/7154482421.html, (Lawrenceville)
Detached BIG 2 family selling As-Is,40.768500,$689000,,-73.958800,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-detached-big-2-family-selling/7153437311.html, (Rosedale Queens)
Renovated 2 family in East NY close to Cypress Hills,40.768500,$749000,,-73.958800,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-renovated-2-family-in-east-ny/7156850895.html, (by J & C subway)
Office building with small warehouse,40.768500,$0,,-73.958800,Jul 31,https://newyork.craigslist.org/lgi/reb/d/queens-village-office-building-with/7156918181.html, (718-WAREHOUSE [927-3468])
GARAGE UNIT FOR STORAGE USE ONLY,40.768500,$400,,-73.958800,Jul 31,https://newyork.craigslist.org/fct/reo/d/bridgeport-garage-unit-for-storage-use/7163959221.html, (BRIDGEPORT)
All New BIG 2 family +Garage (VIDEO),40.768500,$859000,,-73.958800,Jul 31,https://newyork.craigslist.org/que/reb/d/rosedale-all-new-big-2-family-garage/7153391640.html," (Water View, GREAT PRICE!)"
Forest Hills ground floor offices,40.768500,$0,,-73.958800,Jul 31,https://newyork.craigslist.org/que/reb/d/forest-hills-forest-hills-ground-floor/7156917979.html, (718-WAREHOUSE [927-3468])
All New BIG 2 family +Garage (VIDEO),40.768500,$859000,,-73.958800,Jul 31,https://newyork.craigslist.org/brk/reb/d/all-new-big-2-family-garage-video/7153391136.html, (Queens/GREAT PRICE!)
Beautiful Historic Granite Hall Mansion!,40.702900,$1199000,,-73.811100,Jul 31,https://newyork.craigslist.org/brk/reb/d/boydton-beautiful-historic-granite-hall/7154924093.html, (Boydton)
